seed,method,condition,alpha,classifier,auc_roc,f1_minority,avg_precision
999,CTGAN,augmented,1.0,MLP,0.5803156300645607,0.0,0.012921236482427
999,SMOTE,augmented,0.1,GBC,0.4947262148303621,0.0,0.0132168182951082
999,SMOTE,augmented,0.1,LR,0.582600494168283,0.0,0.0121866751384984
999,SMOTE,augmented,0.1,RF,0.5115305932676213,0.0425531914893617,0.0127790831091532
999,SMOTE,augmented,0.1,MLP,0.5535614655012089,0.0,0.0163546844954038
999,SMOTE,augmented,0.2,GBC,0.5168442307181381,0.0416666666666666,0.0156053742312024
999,SMOTE,augmented,0.2,LR,0.5855761311405723,0.0,0.0123685393253276
999,SMOTE,augmented,0.2,RF,0.5222375727304126,0.0303030303030303,0.0147082203634441
999,SMOTE,augmented,0.2,MLP,0.5598315576928186,0.0869565217391304,0.0456099411619648
999,SMOTE,augmented,0.3,GBC,0.5018863412949334,0.0298507462686567,0.0160290591795241
999,SMOTE,augmented,0.3,LR,0.5898536092882383,0.0273972602739726,0.0124368600871105
999,SMOTE,augmented,0.3,RF,0.5381386328010839,0.025,0.0128814010971649
999,SMOTE,augmented,0.3,MLP,0.534086984245065,0.0512820512820512,0.0345222178127737
999,SMOTE,augmented,0.5,GBC,0.4940620101490475,0.0176991150442477,0.0123248177066847
999,SMOTE,augmented,0.5,LR,0.5986476792688434,0.0108108108108108,0.0125808200835549
999,SMOTE,augmented,0.5,RF,0.5201386859374585,0.0217391304347826,0.0118950110541137
999,SMOTE,augmented,0.5,MLP,0.5383113260182257,0.0389610389610389,0.0176350287791929
999,SMOTE,augmented,1.0,GBC,0.4974760222110045,0.027906976744186,0.0128333873268881
999,SMOTE,augmented,1.0,LR,0.6038550439703498,0.014018691588785,0.0127630846806541
999,SMOTE,augmented,1.0,RF,0.5311113472727755,0.0202020202020202,0.0118096976807692
